Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
POSC,4990,1,Capstone in Political Science,0%,0%,0%,0%,0%,99%,0%,1%,0%,"Petersheim, Meredith-Joy",
POSC,8410,1,Pub Data Analy,64%,27%,0%,0%,0%,0%,0%,9%,0%,"Horne, Robert William",
POST,8250,1,"Politics, Policy & Admin",57%,43%,0%,0%,0%,0%,0%,0%,0%,"Peake, Jeffrey Scott",
POST,8990,1,Economic Modeling,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Carey, Robert T",
POST,9000,1,Prof Development Public Policy,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Ura, Joseph Daniel",
POST,9910,3,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dickes, Lori Ann",
PRTM,2000,1,Profession & Practice in PRTM,61%,30%,6%,0%,2%,0%,2%,0%,0%,"Jahn, Jocelyn B",
PRTM,2000,2,Profession & Practice in PRTM,75%,13%,6%,0%,0%,0%,0%,0%,6%,"Adams, Emilie Viktoria",
PRTM,2060,1,Practicum I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,2070,1,Practicum II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,2140,1,Wilderness Perspectives,84%,13%,4%,0%,0%,0%,0%,0%,0%,"Brownlee, Matthew Tyler",
,,,,,,,,,,,,,James,
PRTM,2200,1,Foundations of PRTM,73%,10%,15%,3%,0%,0%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,2220,1,Program & Event Planning-PRTM,82%,14%,0%,4%,0%,0%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,2220,2,Program & Event Planning-PRTM,46%,54%,0%,0%,0%,0%,0%,0%,0%,"Metzger, Emily Grace",
PRTM,2260,2,Foundations of Mgt Adm in PRTM,39%,44%,10%,5%,0%,0%,0%,2%,0%,"Stephens, Lauren Elizabeth",
PRTM,2540,1,Intro to Sport & Rec Mgt,64%,18%,6%,2%,4%,0%,0%,2%,4%,"Hardie, Ashlyn Nicole",
PRTM,2600,1,Found of Recreational Therapy,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Lewis, Stephen Thomas",
PRTM,2700,1,Intro Rec Res Mgt,65%,26%,6%,0%,0%,0%,0%,3%,0%,"Baldwin, Elizabeth Dennis",
PRTM,3010,1,Recreation & Society,43%,25%,16%,9%,2%,0%,0%,2%,2%,"Sharaievska, Iryna",
PRTM,3030,1,Professional Prep for PRTM,87%,8%,6%,0%,0%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,3030,2,Professional Prep for PRTM,72%,24%,4%,0%,0%,0%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,3050,1,Safety/Risk Mgt PRTM,40%,35%,23%,0%,0%,0%,0%,2%,0%,"Anderson, Daniel Morgan",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 113 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PRTM,3080,1,Leadership & Groups,84%,8%,5%,0%,3%,0%,0%,0%,0%,"Baldwin, Elizabeth Dennis",
PRTM,3200,1,Recreation Policy,61%,39%,0%,0%,0%,0%,0%,0%,0%,"Hallo, Jeffrey Charles",
PRTM,3200,2,Recreation Policy,81%,14%,5%,0%,0%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,3250,1,Global Persp in Rec,84%,7%,7%,0%,2%,0%,0%,0%,0%,"Lewis, Stephen Thomas",
PRTM,3250,2,Global Persp in Rec,75%,13%,6%,0%,3%,0%,0%,3%,0%,"Outley, Corlis De Andra",
PRTM,3420,1,Intro to Tourism & Event Mgt,54%,38%,6%,2%,0%,0%,0%,0%,0%,"Kim, Eun Hye",
PRTM,3440,1,PRTM Markets and Supply,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,3470,1,Sport Tourism and Events,86%,12%,2%,0%,0%,0%,0%,0%,0%,"Bertazzo Tobar, Felipe",
PRTM,3500,1,Mental Health Crisis in PRTM,85%,13%,3%,0%,0%,0%,0%,0%,0%,"Arthur-Banning, Skye Gerald",
PRTM,3500,2,Sustainable Cultural Tourism,85%,13%,3%,0%,0%,0%,0%,0%,0%,"Ramshaw, Gregory Philip",
PRTM,3500,3,Sustainable Cultural Tourism,88%,10%,0%,0%,3%,0%,0%,0%,0%,"Ramshaw, Gregory Philip",
PRTM,3500,4,Tech Use During Leisure Time,89%,7%,0%,0%,4%,0%,0%,0%,0%,"Browning, Matthew H E Mutel",
PRTM,3500,5,Tech Use During Leisure Time,67%,20%,6%,2%,4%,0%,0%,0%,0%,"White, David Lawrence",
PRTM,3500,6,Parks Conservation/Development,93%,2%,2%,0%,2%,0%,0%,0%,0%,"Sene Harper, Aby Lat Soukabe",
PRTM,3600,1,Recreation & Amateur Sport Mgt,72%,26%,0%,2%,0%,0%,0%,0%,0%,"Barcelona, Robert James",
PRTM,3610,1,Sport and Rec Facility Mgt,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Lee, Wonju",
PRTM,3630,1,Program/Trends in Campus Rec,53%,33%,13%,0%,3%,0%,0%,0%,0%,"Bardusk, Kelly Lynn",
PRTM,3920,1,Special Event Management,90%,7%,2%,0%,0%,0%,0%,0%,0%,"Blackwell, Kimberly",
PRTM,3980,2,Creative Inquiry in PRTM III,93%,0%,7%,0%,0%,0%,0%,0%,0%,"Anderson, Denise Marie",
PRTM,3980,5,Front Desk Representative- CI,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Dubin, Alexsandra Jo",
PRTM,3980,6,Creative Inquiry in PRTM III,60%,0%,40%,0%,0%,0%,0%,0%,0%,"Baldwin, Elizabeth Dennis",
PRTM,4050,1,Field Training II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,4090,1,Recreation Research Methods I,81%,16%,0%,2%,2%,0%,0%,0%,0%,"Brookover, Robert S",
PRTM,4210,1,Rec Fin Resc Mgt,89%,8%,2%,0%,2%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,4460,2,Community Tourism Development,70%,19%,6%,2%,2%,0%,0%,0%,0%,"Kim, Eun Hye",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 114 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PRTM,4530,1,Sport Info/Event Mgt,72%,20%,8%,0%,0%,0%,0%,0%,0%,"Lee, Wonju",
PRTM,8080,1,Behavioral Aspects,89%,0%,0%,0%,0%,0%,0%,11%,0%,"Sharaievska, Iryna",
PRTM,8110,2,Research Methods,73%,27%,0%,0%,0%,0%,0%,0%,0%,"Ruiz Sportman, Anne Stefanie",
PRTM,8800,1,Social Ecol: Sustain/Hum Resil,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Machlis, Gary Edward",
PRTM,9100,1,Research Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Stanojevic, Cedomir",
PRTM,9110,1,Professional Issues,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Duffy, Lauren N",
PSYC,1810,1,"Stress, Coping and Flourishing",88%,7%,1%,1%,0%,0%,0%,2%,0%,"Pury, Cynthia Lynn",
PSYC,2010,1,Intro to Psychology,28%,38%,20%,5%,1%,0%,0%,4%,3%,"Jorgensen, Jo",
PSYC,2010,2,Intro to Psychology,39%,33%,20%,4%,3%,0%,0%,1%,0%,"Taylor, Mary A",
PSYC,2010,3,Intro to Psychology,49%,32%,12%,4%,3%,0%,0%,0%,0%,"Taylor, Mary A",
PSYC,2010,4,Intro to Psychology,41%,33%,13%,6%,0%,0%,0%,7%,0%,"Taylor, Mary A",
PSYC,2010,5,Intro to Psychology,65%,25%,6%,0%,3%,0%,0%,1%,0%,"Pak, Chong Hyon",
PSYC,2010,6,Intro to Psychology,71%,19%,6%,0%,1%,0%,0%,3%,0%,"Pak, Chong Hyon",
PSYC,2030,1,Fundamentals of Psych Science,59%,28%,7%,1%,0%,0%,0%,6%,0%,"Pury, Cynthia Lynn",
PSYC,2890,1,Romantic Relationships,70%,16%,2%,5%,5%,0%,0%,2%,0%,"Doughty, Susan Elizabeth",
PSYC,3060,1,Human Sexual Behavior,58%,27%,10%,2%,1%,0%,0%,1%,1%,"Jorgensen, Jo",
PSYC,3090,100,Intro Experimental Psychology,54%,26%,13%,3%,2%,0%,0%,2%,0%,"Cotterill, Ben Francis",
PSYC,3090,200,Intro Experimental Psychology,76%,13%,0%,3%,5%,0%,0%,0%,3%,"O'Hara, Robert M",
PSYC,3090,300,Intro Experimental Psychology,18%,18%,34%,10%,12%,0%,0%,9%,0%,"Grandits, Jennifer Bailey",
PSYC,3090,400,Intro Experimental Psychology,55%,34%,7%,3%,0%,0%,0%,0%,0%,"Agrawal, Shubham",
PSYC,3090,500,Intro Experimental Psychology,44%,36%,13%,4%,2%,0%,0%,0%,0%,"Tyrrell, Richard A",
PSYC,3090,600,Intro Experimental Psychology,67%,20%,7%,0%,0%,0%,0%,7%,0%,"Rosopa, Patrick J",
PSYC,3100,100,Advanced Experimental Psych,21%,45%,31%,3%,0%,0%,0%,0%,0%,"Britt, Thomas W.",
PSYC,3100,110,Advanced Experimental Psych,42%,38%,4%,4%,8%,0%,0%,4%,0%,"Britt, Thomas W.",
PSYC,3100,120,Advanced Experimental Psych,57%,26%,14%,3%,0%,0%,0%,0%,0%,"Britt, Thomas W.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 115 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PSYC,3100,200,Advanced Experimental Psych,27%,67%,7%,0%,0%,0%,0%,0%,0%,"Albritton, Elizabeth Hardy",
PSYC,3100,210,Advanced Experimental Psych,40%,13%,33%,7%,0%,0%,0%,0%,7%,"Albritton, Elizabeth Hardy",
PSYC,3100,220,Advanced Experimental Psych,45%,48%,7%,0%,0%,0%,0%,0%,0%,"Albritton, Elizabeth Hardy",
PSYC,3210,1,Psychology of Music,56%,33%,6%,0%,0%,0%,0%,6%,0%,"Cantalupo, Claudio",
PSYC,3210,2,Psychology of Music,78%,17%,6%,0%,0%,0%,0%,0%,0%,"Cantalupo, Claudio",
PSYC,3220,1,Sensation and Perception,33%,26%,20%,14%,3%,0%,0%,4%,0%,"Pagano, Christopher C",
PSYC,3220,2,Sensation and Perception,37%,45%,8%,8%,0%,0%,0%,2%,2%,"Pagano, Christopher C",
PSYC,3220,3,Sensation and Perception,48%,26%,15%,4%,4%,0%,0%,4%,0%,"Okerstrom - Jezewski, Katrina",
,,,,,,,,,,,,,Leigh,
PSYC,3220,4,Sensation and Perception,41%,17%,24%,14%,3%,0%,0%,0%,0%,"Okerstrom - Jezewski, Katrina",
,,,,,,,,,,,,,Leigh,
PSYC,3240,1,Physiological Psych,40%,22%,25%,8%,3%,0%,0%,3%,0%,"Cantalupo, Claudio",
PSYC,3240,2,Physiological Psych,45%,19%,16%,6%,1%,0%,0%,13%,0%,"Cantalupo, Claudio",
PSYC,3240,3,Physiological Psych,40%,20%,20%,10%,5%,0%,0%,5%,0%,"Pilcher, June J.",
PSYC,3330,1,Cognitive Psych,43%,47%,9%,0%,0%,0%,0%,0%,1%,"O'Hara, Robert M",
PSYC,3340,1,Cognitive Psych Lab,85%,8%,0%,8%,0%,0%,0%,0%,0%,"Liu, Yizhou",
PSYC,3350,1,Human Factors Psychology,53%,35%,0%,0%,0%,0%,0%,6%,6%,"Souders, Dustin Joshua",
PSYC,3350,2,Human Factors Psychology,55%,45%,0%,0%,0%,0%,0%,0%,0%,"Souders, Dustin Joshua",
PSYC,3400,1,Lifespan Developmental Psych,55%,24%,13%,5%,1%,0%,0%,0%,1%,"Sanborn, Sarah Mae",
PSYC,3400,2,Lifespan Developmental Psych,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Doughty, Susan Elizabeth",H
PSYC,3520,1,Social Psychology,61%,33%,3%,0%,1%,0%,0%,1%,1%,"Mitchell, Keisha Ann",
PSYC,3520,2,Social Psychology,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Kowalski, Robin Marie",H
PSYC,3620,1,Sport Psychology,61%,33%,5%,2%,0%,0%,0%,0%,0%,"McKibben, Eric S",
PSYC,3640,1,Industrial Psychology,52%,30%,13%,0%,4%,0%,0%,0%,0%,"McKibben, Eric S",
PSYC,3680,1,Organizational Psych,64%,21%,3%,3%,5%,0%,0%,5%,0%,"Boucher, Erica Rose",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 116 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PSYC,3700,1,Personality,38%,25%,22%,9%,3%,0%,0%,3%,0%,"Hester, John Robert",
PSYC,3830,1,Abnormal Psychology,73%,23%,4%,0%,0%,0%,0%,0%,0%,"Bennett, Brooke Lauren",
PSYC,3830,2,Abnormal Psychology,69%,27%,0%,0%,0%,0%,0%,0%,3%,"Baker, Anna",
PSYC,3830,3,Abnormal Psychology,71%,24%,1%,0%,1%,0%,0%,1%,0%,"Baker, Anna",
PSYC,3850,1,Forensic Psychology,54%,35%,9%,2%,0%,0%,0%,0%,0%,"Cotterill, Ben Francis",
PSYC,3890,1,Self and Identity,54%,21%,8%,8%,0%,0%,0%,4%,4%,"Van Fossen, Jenna Anne",
PSYC,4080,1,Women and Psychology,78%,17%,0%,6%,0%,0%,0%,0%,0%,"Kowalski, Robin Marie",
PSYC,4150,1,Systems and Theories,67%,27%,0%,0%,7%,0%,0%,0%,0%,"Mitchell, Keisha Ann",
PSYC,4260,1,Advanced Physiological Psych,53%,33%,13%,0%,0%,0%,0%,0%,0%,"Okerstrom - Jezewski, Katrina",
,,,,,,,,,,,,,Leigh,
PSYC,4260,2,Advanced Physiological Psych,40%,40%,20%,0%,0%,0%,0%,0%,0%,"Okerstrom - Jezewski, Katrina",
,,,,,,,,,,,,,Leigh,
PSYC,4430,1,Infant and Child Development,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,4430,2,Infant and Child Development,68%,32%,0%,0%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,4850,1,Neuropsych of Criminal Behav,37%,58%,5%,0%,0%,0%,0%,0%,0%,"Cotterill, Ben Francis",
PSYC,4880,1,Theories of Psychotherapy,42%,50%,8%,0%,0%,0%,0%,0%,0%,"Quick, Lucinda Sorciere Shealy",
PSYC,4890,1,Decision Making and Risk,78%,11%,11%,0%,0%,0%,0%,0%,0%,"Allan, Jinan Nimati",
PSYC,4890,3,Law and Psychology,85%,0%,8%,8%,0%,0%,0%,0%,0%,"Small, Mark A",
PSYC,4890,4,Drugs and Human Behavior,95%,0%,5%,0%,0%,0%,0%,0%,0%,"Volante, William Glenn",
PSYC,4980,463,TechPolicy Thinkers,75%,0%,0%,0%,0%,0%,0%,25%,0%,"Souders, Dustin Joshua",
PSYC,8110,1,Research Design II,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Agrawal, Shubham",
PSYC,8440,1,Drugs and Human Behavior,63%,25%,0%,0%,0%,0%,0%,13%,0%,"Pericot Valverde, Irene",
PSYC,8820,1,Occupat Health Psy,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Sinclair, Robert Raymond",
PSYC,8910,231,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Porter, Marissa Leigh Shuffler",
RCID,8130,2,Feminism in Theory and Practic,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Perpich, Diane",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 117 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
RCID,8130,402,Feminism in Theory and Practic,70%,10%,0%,0%,0%,0%,0%,10%,10%,"Perpich, Diane",
RED,8010,1,Real Estate Market Analysis,54%,46%,0%,0%,0%,0%,0%,0%,0%,"Reed, Brian Alan",
RED,8100,1,Real Estate Seminar Roundtable,84%,11%,5%,0%,0%,0%,0%,0%,0%,"Herrick, Amy Matthews",
RED,8110,1,Internship in Real Estate Dev,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Herrick, Amy Matthews",
RED,8180,1,Entitlements & Pre-Dev Process,87%,9%,4%,0%,0%,0%,0%,0%,0%,"Buckman, Stephen Thomas",
REL,1010,1,Introduction to Religion,36%,42%,18%,3%,0%,0%,0%,0%,0%,"Bunnell, Brian Wesley",
REL,1020,2,World Religions,97%,3%,0%,0%,0%,0%,0%,0%,0%,"Stephens, Robert J",
REL,2010,1,Global Challenges and Religion,29%,31%,31%,6%,0%,0%,0%,3%,0%,"Patterson, Brett C",
REL,2010,2,Global Challenges and Religion,31%,49%,11%,6%,0%,0%,0%,3%,0%,"Patterson, Brett C",
REL,2010,3,Global Challenges and Religion,14%,37%,23%,20%,3%,0%,0%,3%,0%,"Patterson, Brett C",
REL,3000,1,Studying Religion,73%,27%,0%,0%,0%,0%,0%,0%,0%,"Jemison, Elizabeth L",
REL,3010,1,Old Testament,40%,28%,20%,8%,4%,0%,0%,0%,0%,"Thames, John T",
REL,3020,1,New Testament Lit,40%,51%,9%,0%,0%,0%,0%,0%,0%,"White, Benjamin L",
REL,3030,1,The Quran,50%,10%,10%,10%,0%,0%,0%,20%,0%,"Saif, Mashal",
REL,3120,1,Hinduism,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Stephens, Robert J",
REL,3150,1,Islam,50%,36%,0%,0%,7%,0%,0%,0%,7%,"Saif, Mashal",
REL,3180,1,Religion and Literature,30%,50%,10%,10%,0%,0%,0%,0%,0%,"Patterson, Brett C",
RS,4590,1,The Community,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Robinson, Kenneth L",
RUD,8640,2,Urban Design Seminar II,60%,20%,20%,0%,0%,0%,0%,0%,0%,"Fly, Elizabeth",
RUSS,1020,1,Elementary Russian,46%,15%,23%,8%,0%,0%,0%,8%,0%,"Morris, Stephanie Elysse",
RUSS,3600,1,Russian Lit to 1910,62%,24%,0%,5%,0%,0%,0%,10%,0%,"Volkova, Olga Anatolyevna",
SOC,2010,2,Introduction to Sociology,87%,9%,4%,0%,0%,0%,0%,0%,0%,"Coffman, Carolyn Candace",
SOC,2010,3,Introduction to Sociology,94%,4%,1%,0%,0%,0%,0%,1%,0%,"Mannheimer, Andrew Herman",
SOC,2010,4,Introduction to Sociology,62%,29%,7%,2%,0%,0%,0%,0%,0%,"McDonough, Shannon M",
SOC,2010,5,Introduction to Sociology,32%,39%,24%,0%,0%,0%,0%,5%,0%,"Moon, Minyoung",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 118 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
SOC,2010,6,Introduction to Sociology,67%,28%,3%,0%,1%,0%,0%,1%,0%,"McDonough, Shannon M",
SOC,2010,7,Introduction to Sociology,85%,11%,2%,1%,0%,0%,0%,1%,1%,"Pocratsky, Briana",
SOC,2040,1,Prof Dev for Sociology Majors,87%,9%,2%,0%,0%,0%,0%,2%,0%,"Mannheimer, Andrew Herman",
SOC,2890,3,Criminology,70%,20%,10%,0%,0%,0%,0%,0%,0%,"Lloyd, Kristin Marie",
SOC,3020,1,Social Research Methods I,35%,35%,25%,0%,5%,0%,0%,0%,0%,"Maher, Thomas V",
SOC,3020,2,Social Research Methods I,45%,40%,10%,3%,3%,0%,0%,0%,0%,"Maher, Thomas V",
SOC,3040,1,Social Research Methods II,81%,17%,2%,0%,0%,0%,0%,0%,0%,"Haller, William J",
SOC,3040,2,Social Research Methods II,30%,39%,21%,6%,0%,0%,0%,3%,0%,"Luo, Ye",
SOC,3100,1,Modern Intimate Relationships,83%,13%,2%,0%,0%,0%,0%,2%,0%,"Kettrey, Heather H",
SOC,3110,1,The Family,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Coffman, Carolyn Candace",
SOC,3400,1,Sport and Society,67%,16%,13%,4%,0%,0%,0%,0%,0%,"Greenberg, Pierce Lewis",
SOC,3600,1,Class & Poverty,61%,27%,8%,0%,3%,0%,0%,0%,0%,"Pocratsky, Briana",
SOC,3800,1,Intro Social Service,54%,33%,13%,0%,0%,0%,0%,0%,0%,"Holland, Jennifer Leanne",
,,,,,,,,,,,,,Crenshaw,
SOC,3910,1,Soc of Deviance,66%,32%,2%,0%,0%,0%,0%,0%,0%,"McDonough, Shannon M",
SOC,3920,1,Juvenile Delinquency,56%,21%,9%,5%,0%,0%,0%,7%,2%,"Costello, Matthew John",
SOC,4030,1,Environmental Sociology,71%,16%,13%,0%,0%,0%,0%,0%,0%,"Greenberg, Pierce Lewis",
SOC,4040,1,Soc Theory,94%,4%,0%,0%,0%,0%,0%,2%,0%,"Haller, William J",
SOC,4060,1,Qual Rsrch Methods for Soc Sci,73%,27%,0%,0%,0%,0%,0%,0%,0%,"Sianko, Natallia Sergeevna",
SOC,4440,1,Sociology of Education,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Mannheimer, Andrew Herman",
SOC,4590,1,The Community,55%,27%,0%,18%,0%,0%,0%,0%,0%,"Robinson, Kenneth L",
SOC,4600,1,Race & Ethnicity,89%,4%,4%,2%,0%,0%,0%,0%,0%,"Collins, Cerenity Enia",
SOC,4600,2,Race & Ethnicity,88%,10%,0%,0%,0%,0%,0%,0%,2%,"Mannheimer, Andrew Herman",
SOC,4610,1,Sex & Gender,91%,6%,3%,0%,0%,0%,0%,0%,0%,"Groh, Sarah M.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 119 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
SOC,4810,1,Aging and Death,75%,19%,6%,0%,0%,0%,0%,0%,0%,"Holland, Jennifer Leanne",
,,,,,,,,,,,,,Crenshaw,
SPAN,1010,1,Elementary Spanish,82%,9%,9%,0%,0%,0%,0%,0%,0%,"Morris, Stephanie Elysse",
SPAN,1010,2,Elementary Spanish,57%,29%,5%,5%,0%,0%,0%,5%,0%,"Pillcurima, Rosa Macarena",
SPAN,1010,3,Elementary Spanish,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Morris, Stephanie Elysse",
SPAN,1010,4,Elementary Spanish,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Morris, Stephanie Elysse",
SPAN,1020,3,Elementary Spanish,55%,27%,0%,0%,9%,0%,0%,9%,0%,"Kirven, Lee Elizabeth",
SPAN,1020,4,Elementary Spanish,73%,9%,14%,0%,5%,0%,0%,0%,0%,"Flores, Yezid",
SPAN,1020,5,Elementary Spanish,82%,9%,5%,0%,5%,0%,0%,0%,0%,"Flores, Yezid",
SPAN,1020,6,Elementary Spanish,73%,14%,0%,0%,5%,0%,0%,9%,0%,"Kirven, Lee Elizabeth",
SPAN,1020,8,Elementary Spanish,44%,39%,6%,0%,0%,0%,0%,11%,0%,"Williamson, Debra Oaks",
SPAN,1020,9,Elementary Spanish,76%,19%,5%,0%,0%,0%,0%,0%,0%,"Williamson, Debra Oaks",
SPAN,1020,10,Elementary Spanish,38%,33%,14%,10%,0%,0%,0%,5%,0%,"Goebelt, Emily Claire",
SPAN,1020,11,Elementary Spanish,38%,43%,14%,5%,0%,0%,0%,0%,0%,"Goebelt, Emily Claire",
SPAN,2010,1,Intermediate Spanish,64%,14%,9%,0%,0%,0%,0%,14%,0%,"Flores, Yezid",
SPAN,2010,2,Intermediate Spanish,55%,41%,0%,5%,0%,0%,0%,0%,0%,"Kirven, Lee Elizabeth",
SPAN,2010,4,Intermediate Spanish,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Garcia Rodriguez, Alma Yadhira",
SPAN,2010,5,Intermediate Spanish,62%,33%,5%,0%,0%,0%,0%,0%,0%,"Zamora, Maureen",
SPAN,2010,6,Intermediate Spanish,61%,33%,0%,0%,0%,0%,0%,6%,0%,"Kirven, Lee Elizabeth",
SPAN,2010,7,Intermediate Spanish,41%,50%,0%,5%,0%,0%,0%,5%,0%,"Schmucker, Ellory W",
SPAN,2010,8,Intermediate Spanish,36%,32%,5%,0%,0%,0%,0%,27%,0%,"Zamora, Maureen",
SPAN,2010,9,Intermediate Spanish,70%,25%,0%,5%,0%,0%,0%,0%,0%,"Garcia Rodriguez, Alma Yadhira",
SPAN,2010,11,Intermediate Spanish,76%,24%,0%,0%,0%,0%,0%,0%,0%,"Garcia Vieyra, Daniel David",
SPAN,2010,12,Intermediate Spanish,82%,0%,9%,0%,0%,0%,0%,9%,0%,"Flores, Yezid",
SPAN,2010,13,Intermediate Spanish,48%,38%,5%,0%,0%,0%,0%,10%,0%,"Miller, Ana Paula E",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 120 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
SPAN,2010,14,Intermediate Spanish,79%,16%,5%,0%,0%,0%,0%,0%,0%,"Miller, Ana Paula E",
SPAN,2010,15,Intermediate Spanish,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Logue, Nora Arostegui",
SPAN,2010,17,Intermediate Spanish,82%,14%,5%,0%,0%,0%,0%,0%,0%,"Williams, Eben-Ezer Magnus",
SPAN,2020,2,Intermediate Spanish,48%,33%,14%,5%,0%,0%,0%,0%,0%,"Pillcurima, Rosa Macarena",
